file,subject,tags,licence,attribution,source_url
andrew-ng.jpg,Andrew Ng,education;ai;research;training,cc-by-3.0,"TechCrunch, CC BY 2.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Andrew_Ng_at_TechCrunch_Disrupt_SF_2017.jpg
marc-benioff.jpg,Marc Benioff,salesforce;ceo;enterprise;agents,cc-by-sa-4.0,"Salesforce., CC BY-SA 2.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Marc_Benioff.jpg
aravind-srinivas.jpg,Aravind Srinivas,perplexity;ceo;search;ai,cc-by-3.0,"TechCrunch, CC BY 2.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Aravind_Srinivas_TC_Day_3.jpg
lisa-su.jpg,Lisa Su,amd;ceo;chips,cc-by-4.0,"Fuzheado, CC BY 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:SXSW-2024-alih-OB7A0861-Lisa_Su_(cropped_2).jpg
fei-fei-li.jpg,Fei-Fei Li,stanford;research;ai;academic,cc-by-3.0,"ITU Pictures, CC BY 2.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Fei-Fei_Li_at_AI_for_Good_2017.jpg
jeff-bezos.jpg,Jeff Bezos,amazon;aws;founder,public-domain,"SECWAR, Public domain, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:260202-D-PM193-2205_SECWAR_Arsenal_of_Freedom_Tour_-_Florida_(3x4_cropped_on_Bezos_and_rotated).jpg
tim-cook.jpg,Tim Cook,apple;ceo,cc-by-4.0,"Tessa Bury, CC BY 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Tim_Cook_March_2026_(cropped_2).jpg
mira-murati.jpg,Mira Murati,openai;cto;ai,cc-by-4.0,"SWinxy, CC BY 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Guests_at_the_2026_Met_Gala_274_(Mira_Murati).jpg
greg-brockman.jpg,Greg Brockman,openai;ai;engineering,cc-by-3.0,"TechCrunch, CC BY 2.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Disrupt_SF_TechCrunch_Disrupt_San_Francisco_2019_-_Day_2_(48838200316)_(cropped).jpg
geoffrey-hinton.jpg,Geoffrey Hinton,research;ai;safety;academic,cc-by-sa-4.0,"Cmichel67, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Geoffrey_Hinton_in_2026.jpg
yoshua-bengio.jpg,Yoshua Bengio,research;ai;safety;academic,cc-by-sa-4.0,"Xuthoria, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:ICLR_2025_-_Yoshua_Bengio_02.jpg
stuart-russell.jpg,Stuart J. Russell,research;ai;safety;academic,cc-by-sa-4.0,"Bengt Oberger, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Stuart_Russell_01.jpg
arthur-mensch.jpg,Arthur Mensch,mistral;ceo;ai;europe,cc0,"Jan2342342423, CC0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Arthur_Mensch.png
aidan-gomez.jpg,Aidan Gomez,cohere;ceo;ai;enterprise,cc-by-sa-4.0,"Gabriel Hutchinson, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Aidan_Gomez_at_%22ALL_IN%22_2025_06.jpg
clem-delangue.jpg,Clem Delangue,huggingface;ceo;opensource;ai,cc-by-3.0,"SiliconANGLE theCUBE, CC BY 3.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Cl%C3%A9ment_Delangue_on_SiliconANGLE_theCUBE.jpg
alexandr-wang.jpg,Alexandr Wang,scale;ceo;ai;data,cc-by-sa-4.0,"Meta Platforms, Inc., CC BY-SA 4.0, via Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Alexandr_Wang,_Chief_A.I._Officer,_Meta.jpg"
emad-mostaque.jpg,Emad Mostaque,stability;ai;opensource,cc-by-3.0,"UK Government, CC BY 2.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Mostaque.jpg
timnit-gebru.jpg,Timnit Gebru,ethics;ai;research,cc-by-3.0,"TechCrunch, CC BY 2.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Timnit_Gebru_crop.jpg
kevin-scott.jpg,Kevin Scott,microsoft;cto;ai,cc-by-sa-4.0,"Kevin Payravi, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Scott_Currie_portrait_at_WikiPortraits_Studio_at_Sundance_2025.jpg
andy-jassy.jpg,Andy Jassy,amazon;aws;ceo;cloud,cc-by-sa-4.0,"Lisi Mezistrano Wolf, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Andy_Jassy.jpg
pat-gelsinger.jpg,Pat Gelsinger,intel;chips;ceo,cc-by-4.0,"TechCrunch, CC BY 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Pat_Gelsinger_December_2025_(cropped).jpg
bill-gates.jpg,Bill Gates,microsoft;founder;philanthropy,cc-by-4.0,"Bogdan Hoyaux / European Union, CC BY 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Bill_Gates_at_the_European_Commission_-_P067383-987995_(cropped)_5.jpg
jony-ive.jpg,Jony Ive,design;apple;openai;hardware,cc-by-sa-4.0,"Marcus Dawes https://www.marcusdawes.com marcus@marcusdawes.com, CC BY-SA 3.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Jonathan_Ive_(OTRS).jpg
reid-hoffman.jpg,Reid Hoffman,linkedin;investor;ai;founder,cc-by-3.0,"U.S. Secretary of Defense, CC BY 2.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:2022_Reid_Hoffman_(cropped).jpg
marc-andreessen.jpg,Marc Andreessen,vc;investor;a16z,cc-by-3.0,"JD Lasica, CC BY 2.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Marc_Andreessen-9_(cropped).jpg
eric-schmidt.jpg,Eric Schmidt,google;investor;policy;ai,cc-by-3.0,"Guillaume Paumier, CC BY 3.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Eric_Schmidt_at_the_37th_G8_Summit_in_Deauville_037_(cropped).jpg
mark-cuban.jpg,Mark Cuban,investor;business;media,public-domain,"The White House, Public domain, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:P20260518JB-0644_(3x4_cropped_on_Cuban).jpg
jamie-dimon.jpg,Jamie Dimon,jpmorgan;banking;ceo;finance,ogl-3.0,"Lauren Hurley / No 10 Downing Street, OGL 3, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Chancellor_Rachel_Reeves_meets_Jamie_Dimon_(54838700663)_(cropped)_(cropped).jpg
brian-chesky.jpg,Brian Chesky,airbnb;ceo;design,cc-by-sa-4.0,"Celeste Sloman, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Brian_Chesky_2025.jpg
dara-khosrowshahi.jpg,Dara Khosrowshahi,uber;ceo,cc-by-4.0,"The Presidential Office of Ukraine., CC BY 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:CEO_of_Uber_Technologies_Dara_Khosrowshahi_in_New_York_-_2019_(cropped).jpg
daniel-ek.jpg,Daniel Ek,spotify;ceo;europe,cc-by-4.0,"Lukasz Kobus/European Commission, CC BY 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Daniel_Ek_EC_2025_(cropped).jpg
emma-walmsley.jpg,Emma Walmsley,gsk;ceo;uk;pharma,cc-by-sa-4.0,"Stekzar, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Emma_Walmsley_2020.jpg
tim-berners-lee.jpg,Tim Berners-Lee,web;uk;internet;history,cc-by-4.0,"Summit, CC BY 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Tim_Berners-Lee_at_the_2025_Web_Summit_(Cropped).jpg
keir-starmer.jpg,Keir Starmer,uk;government;politics;pm,ogl-3.0,"Prime Minister's Office, OGL 3, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Prime_Minister_Keir_Starmer_Portrait_(cropped).jpg
rachel-reeves.jpg,Rachel Reeves,uk;government;treasury;economy,ogl-3.0,"Lauren Hurley / No 10 Downing Street, OGL 3, via Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Rachel_Reeves_Official_Cabinet_Portrait,_July_2024_(cropped_2)_(cropped).jpg"
peter-kyle.jpg,Peter Kyle,uk;government;policy;dsit;technology,ogl-3.0,"Lauren Hurley / No 10 Downing Street, OGL 3, via Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Peter_Kyle_Official_Cabinet_Portrait,_September_2025_(cropped).jpg"
andrew-bailey.jpg,Andrew Bailey,uk;bankofengland;economy;finance,public-domain,"Federal Bureau of Investigation, Public domain, via Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Andrew_Bailey,_official_portrait_(2025).jpg"
margrethe-vestager.jpg,Margrethe Vestager,eu;regulation;competition;policy,cc-by-sa-4.0,"Christian Ursilva, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:Margrethe_Vestager_by_Christian_Ursilva_(2026).jpg
john-edwards-ico.jpg,John Edwards (lawyer),uk;ico;regulation;privacy;data,public-domain,"Harris &amp; Ewing, photographer, Public domain, via Wikimedia Commons","https://commons.wikimedia.org/wiki/File:EDWARDS,_JOHN._HONORABLE_LCCN2016861434.jpg"
meeting-room-1.jpg,,meeting;team;work;office;discussion,cc0,"Unknown, CC CC0 1.0, via Openverse",https://www.rawpixel.com/image/5915123/image-public-domain-business-free
laptop-desk-1.jpg,,laptop;work;focus;desk;writing;admin,cc0,"markus spiske, CC CC0 1.0, via Openverse",https://www.flickr.com/photos/125167502@N02/46206050671
laptop-desk-2.jpg,,laptop;work;focus;desk;writing;admin,cc0,"Direct Media, CC CC0 1.0, via Openverse",https://stocksnap.io/photo/business-man-A92FDFKT0F
laptop-desk-3.jpg,,laptop;work;focus;desk;writing;admin,cc0,"Design by Matt, CC CC0 1.0, via Openverse",https://stocksnap.io/photo/computer-laptop-CQBSJ32JV7
datacentre-1.jpg,,datacentre;servers;compute;infrastructure;cloud,cc0,"Javier Salinas, CC CC0 1.0, via Openverse",https://wordpress.org/photos/photo/61563ef3d9/
phone-hand-1.jpg,,phone;mobile;screen;texture;apps,cc0,"freestocks.org, CC CC0 1.0, via Openverse",https://www.flickr.com/photos/135396164@N05/24309664121
team-win-1.jpg,,team;celebration;office;culture;people,public-domain,"US Embassy New Zealand, CC PDM 1.0, via Openverse",https://www.flickr.com/photos/46907600@N02/6134277513
team-win-2.jpg,,team;celebration;office;culture;people,public-domain,"US Embassy New Zealand, CC PDM 1.0, via Openverse",https://www.flickr.com/photos/46907600@N02/6134833140
office-open-u3.jpg,,office;work;team;desk;hybrid;rto,unsplash,Photo by Toa Heftiba on Unsplash,https://unsplash.com/photos/two-woman-sits-on-sofa-chairs-inside-house-4xe-yVFJCvw
meeting-room-u1.jpg,,meeting;team;work;office;discussion,unsplash,Photo by Jakub Żerdzicki on Unsplash,https://unsplash.com/photos/orange-chairs-around-a-conference-room-table-Jrq1Bmb2Mmk
meeting-room-u2.jpg,,meeting;team;work;office;discussion,unsplash,Photo by Jean-Philippe Delberghe on Unsplash,https://unsplash.com/photos/oval-glass-top-table-with-armchairs-ipQ8lzUM4Rk
meeting-room-u3.jpg,,meeting;team;work;office;discussion,unsplash,Photo by Praise Judah on Unsplash,https://unsplash.com/photos/laptop-with-charis-logo-on-screen-at-table-l98TH_eIH-Y
laptop-desk-u1.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by charlesdeluvio on Unsplash,https://unsplash.com/photos/person-using-macbok-DgoyKNgPiFQ
laptop-desk-u2.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by visualsoflukas on Unsplash,https://unsplash.com/photos/man-sitting-in-front-of-a-computer-N7Bjz9vY67E
laptop-desk-u3.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by Roberto Cortese on Unsplash,https://unsplash.com/photos/person-using-macbook-pro-on-white-table-ejhjSZKTeeg
whiteboard-u2.jpg,,whiteboard;training;workshop;team;session,unsplash,Photo by Mina Rad on Unsplash,https://unsplash.com/photos/a-man-standing-in-front-of-a-white-board-FM-axIRPbzw
whiteboard-u3.jpg,,whiteboard;training;workshop;team;session,unsplash,Photo by kaffie.co on Unsplash,https://unsplash.com/photos/a-couple-of-men-standing-next-to-each-other-t6TV3-19IL8
warehouse-u1.jpg,,warehouse;logistics;operations;sme;industry,unsplash,Photo by Mauricio Gutiérrez on Unsplash,https://unsplash.com/photos/man-in-black-jacket-and-black-pants-walking-on-hallway-SoiVEdJKzhY
shop-floor-u1.jpg,,retail;shop;sme;service;counter,unsplash,Photo by Vaibhav Surana on Unsplash,https://unsplash.com/photos/blue-cafe-counter-with-TLs9Lt9LxYk
shop-floor-u2.jpg,,retail;shop;sme;service;counter,unsplash,Photo by Vladyslav Hryhoriev on Unsplash,https://unsplash.com/photos/woman-working-at-a-counter-in-a-store-7H9BVqI739w
construction-u1.jpg,,construction;trades;site;sme;industry,unsplash,Photo by Nik on Unsplash,https://unsplash.com/photos/two-construction-workers-working-on-scaffolding-on-a-building-7mtBqZo5G6I
construction-u2.jpg,,construction;trades;site;sme;industry,unsplash,Photo by insung yoon on Unsplash,https://unsplash.com/photos/a-couple-of-men-standing-next-to-each-other-LfrJsy3Haf0
clinic-u1.jpg,,clinic;health;reception;service;admin,unsplash,Photo by Malcolm Choong 鍾声耀 on Unsplash,https://unsplash.com/photos/modern-reception-desk-with-sign-overhead-27zLImvxwV0
clinic-u2.jpg,,clinic;health;reception;service;admin,unsplash,Photo by Adhitya Sibikumar on Unsplash,https://unsplash.com/photos/three-red-chairs-in-a-waiting-room-by-window-2d3cHa8RMSY
commute-london-u1.jpg,,commute;london;uk;travel;work,unsplash,Photo by Tom Parsons on Unsplash,https://unsplash.com/photos/people-riding-escalator-ow_3Zc8xSN4
commute-london-u2.jpg,,commute;london;uk;travel;work,unsplash,Photo by Luke Stackpoole on Unsplash,https://unsplash.com/photos/tower-bridge-london-0h3ufbLhYF0
office-night-u1.jpg,,office;night;empty;work;hours,unsplash,Photo by SungGeun Hwang on Unsplash,https://unsplash.com/photos/a-room-with-a-table-and-a-chair-in-it-P6GD-V1CIDA
office-night-u2.jpg,,office;night;empty;work;hours,unsplash,Photo by Giovanni Caro on Unsplash,https://unsplash.com/photos/black-and-gray-chair-beside-white-table-r8ZMujoGx5w
city-london-u1.jpg,,london;city;uk;finance;skyline,unsplash,Photo by Tadas Petrokas on Unsplash,https://unsplash.com/photos/white-and-gray-concrete-building-under-white-clouds-during-daytime-Cu8WOiIzWEc
city-london-u2.jpg,,london;city;uk;finance;skyline,unsplash,Photo by Tadas Petrokas on Unsplash,https://unsplash.com/photos/the-shard-of-the-shard-of-the-shard-of-the-shard-of-h4WkN-EGB9w
factory-u1.jpg,,factory;manufacturing;industry;production;sme,unsplash,Photo by Remy Gieling on Unsplash,https://unsplash.com/photos/people-working-at-factory-assembly-line-KP6XQIEjjPA
factory-u2.jpg,,factory;manufacturing;industry;production;sme,unsplash,Photo by ThisisEngineering on Unsplash,https://unsplash.com/photos/engineers-working-in-automotive-factory-WjOWazUPAss
server-rack-u1.jpg,,servers;cables;infrastructure;texture;compute,unsplash,Photo by Massimo Botturi on Unsplash,https://unsplash.com/photos/electronic-wire-lot-zFYUsLk_50Y
server-rack-u2.jpg,,servers;cables;infrastructure;texture;compute,unsplash,Photo by Yuriy Vertikov on Unsplash,https://unsplash.com/photos/a-rack-of-servers-with-wires-and-wires-attached-to-them-c-lSQecD9oI
phone-hand-u1.jpg,,phone;mobile;screen;texture;apps,unsplash,Photo by Neil Soni on Unsplash,https://unsplash.com/photos/silver-iphone-x-floating-over-open-palm-6wdRuK7bVTE
phone-hand-u2.jpg,,phone;mobile;screen;texture;apps,unsplash,Photo by Mediamodifier on Unsplash,https://unsplash.com/photos/person-holding-white-iphone-5-c-voRfgeyiBKA
training-room-u1.jpg,,training;classroom;learning;adults;session,unsplash,Photo by Juli Kosolapova on Unsplash,https://unsplash.com/photos/a-group-of-people-sitting-in-chairs-in-a-room-7hxOWrk-8RI
training-room-u2.jpg,,training;classroom;learning;adults;session,unsplash,Photo by Frederick Shaw on Unsplash,https://unsplash.com/photos/instructor-points-at-whiteboard-during-class-rMvIww_Puro
paperwork-u1.jpg,,admin;paperwork;finance;desk;forms,unsplash,Photo by Kelly Sikkema on Unsplash,https://unsplash.com/photos/black-ceramic-mug-beside-white-printer-paper-SiOW0btU0zk
paperwork-u2.jpg,,admin;paperwork;finance;desk;forms,unsplash,Photo by Masarath Alkhaili on Unsplash,https://unsplash.com/photos/silver-and-black-calculator-on-white-printer-paper-HCUO3S2sPyA
team-win-u1.jpg,,team;celebration;office;culture;people,unsplash,Photo by Sable Flow on Unsplash,https://unsplash.com/photos/a-group-of-people-sitting-around-a-white-table-T74mVg__F_k
team-win-u2.jpg,,team;celebration;office;culture;people,unsplash,Photo by Skytech Aviation on Unsplash,https://unsplash.com/photos/man-gives-cadbury-chocolates-box-to-woman-RKglGuF1DiA
conference-talk-u1.jpg,,conference;speaking;presentation;event,unsplash,Photo by Ben Moreland on Unsplash,https://unsplash.com/photos/a-woman-with-blue-hair-standing-in-front-of-an-audience-GkWP64truqg
conference-talk-u2.jpg,,conference;speaking;presentation;event,unsplash,Photo by Flipsnack on Unsplash,https://unsplash.com/photos/a-woman-sitting-at-a-table-with-a-laptop-8TCkE5KoXQo
high-street-u1.jpg,,uk;highstreet;retail;sme;town,unsplash,Photo by Jonny Gios on Unsplash,https://unsplash.com/photos/people-walking-on-street-during-daytime-6rMINFr-ogY
high-street-u2.jpg,,uk;highstreet;retail;sme;town,unsplash,Photo by David Walker | Walker Design Co. on Unsplash,https://unsplash.com/photos/an-archway-in-a-building-with-people-walking-by-K-bSRMPzo_w
office-open-u4.jpg,,office;work;team;desk;hybrid;rto,unsplash,Photo by Paymo on Unsplash,https://unsplash.com/photos/a-couple-of-men-sitting-at-a-desk-in-an-office-zLp42A2k5Dw
meeting-room-u4.jpg,,meeting;team;work;office;discussion,unsplash,Photo by Cherrydeck on Unsplash,https://unsplash.com/photos/people-collaborating-on-office-laptop-Qx7A7SChpnI
laptop-desk-u4.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by Justus Menke on Unsplash,https://unsplash.com/photos/black-laptop-computer-on-brown-wooden-desk-szv8Op5Z1uw
coworking-u1.jpg,,office;startup;desk;work;hybrid,unsplash,Photo by Johanna Adriaansen on Unsplash,https://unsplash.com/photos/white-and-brown-wooden-table-and-chairs-XfC8MMTiEfw
coworking-u2.jpg,,office;startup;desk;work;hybrid,unsplash,Photo by Alex jiang on Unsplash,https://unsplash.com/photos/a-group-of-people-sitting-at-tables-in-a-building-vBT5SzDHLHc
coworking-u3.jpg,,office;startup;desk;work;hybrid,unsplash,Photo by Aviv Rachmadian on Unsplash,https://unsplash.com/photos/woman-in-black-long-sleeve-shirt-using-macbook-u_9ANn3JpVU
video-call-u1.jpg,,remote;call;meeting;hybrid;screen,unsplash,Photo by Rodrigo Rodrigues | WOLF Λ R T on Unsplash,https://unsplash.com/photos/laptop-screen-showing-a-video-conference-with-multiple-participants-s8KDEUHJErQ
video-call-u2.jpg,,remote;call;meeting;hybrid;screen,unsplash,Photo by Rodrigo Rodrigues | WOLF Λ R T on Unsplash,https://unsplash.com/photos/laptop-screen-showing-a-video-conference-and-spreadsheet-5FRDoTNMvfI
video-call-u3.jpg,,remote;call;meeting;hybrid;screen,unsplash,Photo by Rodrigo Rodrigues | WOLF Λ R T on Unsplash,https://unsplash.com/photos/woman-on-video-call-on-phone-screen-8HMqm-ZLM9g
colleagues-u1.jpg,,team;talking;office;culture;people,unsplash,Photo by charlesdeluvio on Unsplash,https://unsplash.com/photos/person-sitting-in-a-chair-in-front-of-a-man-rRWiVQzLm7k
colleagues-u2.jpg,,team;talking;office;culture;people,unsplash,Photo by LinkedIn Sales Solutions on Unsplash,https://unsplash.com/photos/two-men-sitting-on-sofa-hrhjn6ZTgrM
colleagues-u3.jpg,,team;talking;office;culture;people,unsplash,Photo by Mushvig Niftaliyev on Unsplash,https://unsplash.com/photos/a-woman-looking-at-a-cell-phone-while-sitting-in-front-of-a-laptop-Jti4qmngvZQ
presenting-u1.jpg,,presentation;training;team;session;speaking,unsplash,Photo by Walls.io on Unsplash,https://unsplash.com/photos/a-piece-of-paper-with-a-red-marker-drawn-on-it-UUXwGCZLhp4
presenting-u2.jpg,,presentation;training;team;session;speaking,unsplash,Photo by Walls.io on Unsplash,https://unsplash.com/photos/a-group-of-people-sitting-around-a-wooden-table--jz_6IlCGYw
presenting-u3.jpg,,presentation;training;team;session;speaking,unsplash,Photo by Walls.io on Unsplash,https://unsplash.com/photos/a-group-of-people-sitting-around-a-conference-table-z5N9buNp2Pg
office-corridor-u1.jpg,,office;building;corridor;workplace,unsplash,Photo by Petr on Unsplash,https://unsplash.com/photos/green-potted-plant-on-white-ceramic-floor-tiles-QxE8npTJwag
office-corridor-u2.jpg,,office;building;corridor;workplace,unsplash,Photo by Petr on Unsplash,https://unsplash.com/photos/brown-wooden-floor-and-black-metal-doors-it4TuBb50Ls
warehouse-u3.jpg,,warehouse;logistics;operations;sme;industry,unsplash,Photo by Kseniia Ilinykh on Unsplash,https://unsplash.com/photos/a-yellow-forklift-in-a-large-warehouse-82ZiY5pzl1c
shop-floor-u3.jpg,,retail;shop;sme;service;counter;owner,unsplash,Photo by Thilina Alagiyawanna on Unsplash,https://unsplash.com/photos/a-man-smiles-behind-a-counter-in-a-small-shop-A49MazlLOI4
construction-u3.jpg,,construction;trades;site;sme;industry;build,unsplash,Photo by Dylann Hendricks | 딜란 on Unsplash,https://unsplash.com/photos/brown-and-white-concrete-building-VzACw1Xs8N4
trades-u1.jpg,,trades;van;tools;sme;plumber;electrician,unsplash,Photo by Markus Spiske on Unsplash,https://unsplash.com/photos/close-up-photo-of-gray-combination-wrench-set-cjOAigK9xo0
trades-u2.jpg,,trades;van;tools;sme;plumber;electrician,unsplash,Photo by Markus Spiske on Unsplash,https://unsplash.com/photos/selective-focus-photography-of-tools-in-chest-14GHBTWJiSE
trades-u3.jpg,,trades;van;tools;sme;plumber;electrician,unsplash,Photo by Chandler Cruttenden on Unsplash,https://unsplash.com/photos/a-person-using-a-screwdriver-on-a-piece-of-wood-U8JXqiIvSN4
hospitality-u1.jpg,,hospitality;kitchen;restaurant;sme;service,unsplash,Photo by Daniel on Unsplash,https://unsplash.com/photos/a-group-of-men-working-in-a-kitchen-preparing-doughnuts-GfVYwJUziVE
hospitality-u2.jpg,,hospitality;kitchen;restaurant;sme;service,unsplash,Photo by Eiliv Aceron on Unsplash,https://unsplash.com/photos/a-kitchen-with-a-microwave-oven-and-microwave-ZhgIzEQwyrI
factory-u3.jpg,,factory;manufacturing;industry;production;sme,unsplash,Photo by Cemrecan Yurtman on Unsplash,https://unsplash.com/photos/a-machine-cutting-a-piece-of-metal-with-sparks-thdb7o0nLyc
paperwork-u3.jpg,,admin;paperwork;finance;desk;forms;accounts,unsplash,Photo by Leon Seibert on Unsplash,https://unsplash.com/photos/person-writing-on-white-form-paper-9i5eqBarv-k
legal-u1.jpg,,legal;law;solicitor;contract;professional,unsplash,Photo by Jean Carlos Cruz on Unsplash,https://unsplash.com/photos/a-view-of-a-building-in-the-distance-with-trees-in-the-foreground-dD3fXgSKBy0
legal-u2.jpg,,legal;law;solicitor;contract;professional,unsplash,Photo by Arno Senoner on Unsplash,https://unsplash.com/photos/white-and-brown-wooden-framed-glass-window-k6Ro2lhMMTc
property-u1.jpg,,property;estate;housing;sme;sales,unsplash,Photo by Alexander Andrews on Unsplash,https://unsplash.com/photos/white-and-black-building-during-daytime-A3DPhhAL6Zg
property-u2.jpg,,property;estate;housing;sme;sales,unsplash,Photo by Jakub Żerdzicki on Unsplash,https://unsplash.com/photos/a-hand-holding-a-green-key-to-a-house-8RFiiNaA7V0
training-room-u3.jpg,,training;classroom;learning;adults;session;course,unsplash,Photo by Betsy Arce on Unsplash,https://unsplash.com/photos/a-man-writing-on-a-chalkboard-in-front-of-a-group-of-people-Go8pYLUhGg0
interview-u1.jpg,,hiring;interview;recruitment;jobs;hr,unsplash,Photo by Christina @ wocintechchat.com M on Unsplash,https://unsplash.com/photos/smiling-woman-wearing-blue-shirt-sitting-beside-table-wKtu9VLr5JM
interview-u2.jpg,,hiring;interview;recruitment;jobs;hr,unsplash,Photo by Alexander Mass on Unsplash,https://unsplash.com/photos/a-woman-sitting-at-a-table-in-front-of-a-mirror-qV0uZSffBb4
london-street-u1.jpg,,london;uk;street;city;urban,unsplash,Photo by Sabrina Mazzeo on Unsplash,https://unsplash.com/photos/photo-of-car-and-bus-near-castle-g-krQzQo9mI
